scaffold orf hmm.id
56268 2 TIGR00116
87319 2 TIGR00116
2044 15 TIGR00116
27772 8 TIGR00116
82905 2 TIGR00116
29327 4 TIGR00116
40187 2 TIGR00116
12669 4 TIGR00116
80525 11 TIGR00116
17974 5 TIGR00116
94951 3 TIGR00116
19620 18 TIGR00116
12585 13 TIGR00116
64577 1 TIGR00116
5099 46 TIGR00116
5107 10 TIGR00116
5107 8 TIGR00116
4066 10 TIGR00116
29617 1 TIGR00116
21792 1 TIGR00116
4050 27 TIGR00116
54906 1 TIGR00116
19569 6 TIGR00116
16873 9 TIGR00116
96152 2 TIGR00116
57210 1 TIGR00116
13013 4 TIGR00116
7781 1 TIGR00116
29465 7 TIGR00116
65654 1 TIGR00116
82261 1 TIGR00116
45028 1 TIGR00116
55160 1 TIGR00116
12289 2 TIGR00152
839 22 TIGR00152
16449 3 TIGR00152
11343 3 TIGR00152
2151 4 TIGR00152
58011 4 TIGR00152
61091 5 TIGR00152
46957 30 TIGR00152
14841 3 TIGR00152
886 2 TIGR00152
7417 2 TIGR00152
4307 2 TIGR00152
431 255 TIGR00152
73232 2 TIGR00152
91377 1 TIGR00152
2143 3 TIGR00152
88737 3 TIGR00152
13765 2 TIGR00152
89771 3 TIGR00152
4078 611 TIGR00152
80130 2 TIGR00152
72255 2 TIGR00152
9987 5 TIGR00152
20748 2 TIGR00152
29255 240 TIGR00152
8622 4 TIGR00152
20647 2 TIGR00152
17281 2 TIGR00152
12376 47 TIGR00152
85744 2 TIGR00152
77599 7 TIGR00152
76642 2 TIGR00152
6944 137 TIGR00152
5517 5 TIGR00152
775 105 TIGR00152
26413 1 TIGR00152
45260 5 TIGR00152
2582 7 TIGR00152
5503 68 TIGR00152
17301 39 TIGR00152
92363 1 TIGR00152
53627 2 TIGR00152
3796 69 TIGR00152
26932 1 TIGR00152
37454 81 TIGR00152
822 240 TIGR00152
19683 4 TIGR00152
10092 8 TIGR00152
95543 1 TIGR00152
20567 2 TIGR00152
18251 368 TIGR00152
61369 2 TIGR00152
58569 3 TIGR00152
23455 1 TIGR00152
1443 46 TIGR00152
64700 4 TIGR00152
59836 1 TIGR00152
66686 1 TIGR00152
16904 8 TIGR00158
357 87 TIGR00158
883 5 TIGR00158
9199 10 TIGR00158
22439 2 TIGR00158
16326 8 TIGR00158
36646 18 TIGR00158
31792 2 TIGR00158
8158 7 TIGR00158
3244 2 TIGR00158
22619 13 TIGR00158
10554 3 TIGR00158
2855 17 TIGR00158
18090 6 TIGR00158
19346 8 TIGR00158
55994 3 TIGR00158
32833 4 TIGR00158
28386 2 TIGR00158
27286 3 TIGR00158
82311 3 TIGR00158
26170 2 TIGR00158
6267 259 TIGR00158
36507 2 TIGR00158
3556 70 TIGR00158
3132 11 TIGR00158
55124 5 TIGR00158
79177 14 TIGR00158
55490 5 TIGR00158
7584 3 TIGR00158
34513 1 TIGR00158
6525 3 TIGR00158
18472 25 TIGR00158
7521 550 TIGR00158
26102 3 TIGR00158
96607 3 TIGR00158
8320 400 TIGR00158
285 312 TIGR00158
9173 2 TIGR00158
425 6 TIGR00158
16282 2 TIGR00158
6764 114 TIGR00158
92876 2 TIGR00158
74354 3 TIGR00158
5938 33 TIGR00158
373 114 TIGR00158
32816 4 TIGR00158
71874 3 TIGR00158
1333 22 TIGR00158
25869 1 TIGR00158
9898 5 TIGR00158
1326 18 TIGR00158
14606 1 TIGR00158
60241 6 TIGR00158
19244 1 TIGR00158
81935 3 TIGR00158
94718 1 TIGR00158
95381 1 TIGR00158
17678 4 TIGR00158
13459 2 TIGR00158
45449 1 TIGR00158
16326 10 TIGR00165
36646 16 TIGR00165
16904 10 TIGR00165
2855 15 TIGR00165
357 89 TIGR00165
883 3 TIGR00165
76242 16 TIGR00165
32833 3 TIGR00165
3244 4 TIGR00165
1475 29 TIGR00165
8158 8 TIGR00165
9199 11 TIGR00165
36936 4 TIGR00165
22439 1 TIGR00165
373 113 TIGR00165
5938 32 TIGR00165
22619 14 TIGR00165
1326 17 TIGR00165
45449 2 TIGR00165
71874 4 TIGR00165
74354 2 TIGR00165
285 311 TIGR00165
3132 10 TIGR00165
55124 4 TIGR00165
55994 2 TIGR00165
10554 2 TIGR00165
18090 5 TIGR00165
79177 15 TIGR00165
17678 3 TIGR00165
9898 6 TIGR00165
82311 2 TIGR00165
26102 4 TIGR00165
23264 2 TIGR00165
6764 115 TIGR00165
25869 2 TIGR00165
60241 7 TIGR00165
16282 3 TIGR00165
14606 2 TIGR00165
24756 3 TIGR00165
23623 2 TIGR00165
8320 398 TIGR00165
6267 257 TIGR00165
1333 21 TIGR00165
16672 16 TIGR00165
7521 549 TIGR00165
95381 2 TIGR00165
22172 3 TIGR00165
51517 3 TIGR00165
96607 2 TIGR00165
48239 2 TIGR00165
92660 3 TIGR00165
18472 26 TIGR00165
425 5 TIGR00165
55490 6 TIGR00165
88484 1 TIGR00165
32816 3 TIGR00165
7584 4 TIGR00165
3556 69 TIGR00165
6525 4 TIGR00165
19244 2 TIGR00165
9173 3 TIGR00165
34513 2 TIGR00165
19346 9 TIGR00165
2966 7 TIGR00165
65127 3 TIGR00165
58813 3 TIGR00165
89883 4 TIGR00165
1564 3 TIGR00165
27678 3 TIGR00165
2678 6 TIGR00165
8883 6 TIGR00165
10425 4 TIGR00165
92065 2 TIGR00165
92876 1 TIGR00165
1475 31 TIGR00166
3244 5 TIGR00166
2855 14 TIGR00166
27678 1 TIGR00166
18090 3 TIGR00166
39707 5 TIGR00166
883 1 TIGR00166
16326 12 TIGR00166
36646 14 TIGR00166
9199 12 TIGR00166
32833 2 TIGR00166
32734 3 TIGR00166
8158 10 TIGR00166
357 91 TIGR00166
36936 2 TIGR00166
22619 15 TIGR00166
88484 2 TIGR00166
76242 15 TIGR00166
61993 2 TIGR00166
7521 548 TIGR00166
27294 2 TIGR00166
8320 397 TIGR00166
51517 1 TIGR00166
24756 2 TIGR00166
32816 1 TIGR00166
1333 20 TIGR00166
23623 3 TIGR00166
95381 3 TIGR00166
3132 9 TIGR00166
16672 18 TIGR00166
46972 1 TIGR00166
33706 1 TIGR00166
79177 16 TIGR00166
12634 3 TIGR00166
55124 3 TIGR00166
79367 2 TIGR00166
61120 2 TIGR00166
16282 4 TIGR00166
285 310 TIGR00166
34513 4 TIGR00166
65127 2 TIGR00166
6525 6 TIGR00166
425 3 TIGR00166
3556 67 TIGR00166
49923 1 TIGR00166
7584 6 TIGR00166
6267 256 TIGR00166
89883 2 TIGR00166
10554 1 TIGR00166
26102 5 TIGR00166
46367 2 TIGR00166
5938 31 TIGR00166
19346 11 TIGR00166
58813 5 TIGR00166
1326 16 TIGR00166
74354 1 TIGR00166
373 112 TIGR00166
60241 8 TIGR00166
45449 3 TIGR00166
14606 3 TIGR00166
1564 1 TIGR00166
2678 9 TIGR00166
25869 3 TIGR00166
10425 2 TIGR00166
9898 7 TIGR00166
6764 116 TIGR00166
17678 2 TIGR00166
71874 5 TIGR00166
2966 5 TIGR00166
8883 4 TIGR00166
58677 3 TIGR00166
92660 2 TIGR00166
23264 4 TIGR00166
92065 2 TIGR00166
18472 28 TIGR00166
13562 34 TIGR00168
96649 1 TIGR00168
3868 7 TIGR00168
175 105 TIGR00168
16694 5 TIGR00168
9789 3 TIGR00168
1073 3 TIGR00168
17702 9 TIGR00168
5759 8 TIGR00168
61000 1 TIGR00168
9988 1 TIGR00168
67323 8 TIGR00168
3670 2 TIGR00168
43 8 TIGR00168
13516 4 TIGR00168
84657 6 TIGR00168
52449 1 TIGR00168
4078 472 TIGR00168
23601 2 TIGR00168
11492 9 TIGR00168
48061 3 TIGR00168
1706 1 TIGR00168
1494 1 TIGR00168
81629 2 TIGR00168
26621 31 TIGR00168
45374 2 TIGR00168
28997 2 TIGR00168
47617 11 TIGR00168
80171 4 TIGR00168
12804 14 TIGR00168
12484 2 TIGR00168
10734 3 TIGR00168
72406 2 TIGR00168
54896 18 TIGR00168
18030 67 TIGR00168
58750 2 TIGR00168
35126 2 TIGR00168
64689 1 TIGR00168
1326 358 TIGR00168
5582 15 TIGR00168
4675 2 TIGR00168
2816 5 TIGR00168
69615 2 TIGR00168
484 388 TIGR00168
112 79 TIGR00168
12923 14 TIGR00168
49372 22 TIGR00168
90190 2 TIGR00168
77113 3 TIGR00168
7363 19 TIGR00168
285 96 TIGR00168
8333 6 TIGR00168
10426 3 TIGR00168
6109 16 TIGR00168
4738 2 TIGR00168
29583 2 TIGR00168
6798 11 TIGR00168
4372 11 TIGR00168
75902 4 TIGR00168
8708 1 TIGR00168
83430 11 TIGR00168
4094 1 TIGR00168
26537 1 TIGR00168
21929 5 TIGR00168
46752 1 TIGR00168
89524 2 TIGR00234
6442 39 TIGR00234
7635 143 TIGR00234
8380 3 TIGR00234
1476 173 TIGR00234
19011 1 TIGR00234
13194 3 TIGR00234
41263 2 TIGR00234
16656 1 TIGR00234
1812 13 TIGR00234
18995 1 TIGR00234
2267 17 TIGR00234
2200 96 TIGR00234
7574 18 TIGR00234
3951 36 TIGR00234
85576 1 TIGR00234
17661 2 TIGR00234
1121 37 TIGR00234
24384 1 TIGR00234
71718 1 TIGR00234
2172 1 TIGR00234
52307 1 TIGR00234
45045 15 TIGR00234
67010 1 TIGR00234
29417 1 TIGR00234
53164 9 TIGR00234
25941 1 TIGR00234
484 408 TIGR00234
47244 2 TIGR00234
21821 1 TIGR00234
18472 19 TIGR00234
47438 1 TIGR00234
89826 2 TIGR00234
8320 117 TIGR00234
5043 1 TIGR00234
48484 4 TIGR00234
977 1 TIGR00234
12377 1 TIGR00234
75470 1 TIGR00234
5750 11 TIGR00234
10735 16 TIGR00234
26621 87 TIGR00234
9768 2 TIGR00234
51697 8 TIGR00234
80737 2 TIGR00234
17955 1 TIGR00234
14055 7 TIGR00234
7521 493 TIGR00234
84287 4 TIGR00234
3571 1 TIGR00234
33721 1 TIGR00234
3006 1 TIGR00234
16148 2 TIGR00234
4310 25 TIGR00234
1342 16 TIGR00234
49105 1 TIGR00234
14222 1 TIGR00234
603 95 TIGR00234
83897 1 TIGR00234
1139 6 TIGR00234
9159 11 TIGR00234
43046 10 TIGR00234
43177 2 TIGR00234
48108 1 TIGR00234
78929 2 TIGR00234
17689 3 TIGR00234
69564 1 TIGR00234
8100 1 TIGR00234
93797 1 TIGR00234
66489 6 TIGR00234
978 1 TIGR00234
95583 2 TIGR00234
78607 3 TIGR00234
79468 7 TIGR00234
90332 1 TIGR00234
96143 1 TIGR00234
35416 2 TIGR00234
33720 1 TIGR00234
96232 2 TIGR00234
97055 3 TIGR00234
86859 1 TIGR00234
1290 20 TIGR00337
25120 2 TIGR00337
25398 6 TIGR00337
50437 2 TIGR00337
1031 2 TIGR00337
3188 25 TIGR00337
6266 12 TIGR00337
3493 9 TIGR00337
6944 61 TIGR00337
54404 3 TIGR00337
23258 4 TIGR00337
30546 2 TIGR00337
705 296 TIGR00337
41609 2 TIGR00337
79796 5 TIGR00337
15714 3 TIGR00337
38317 1 TIGR00337
20464 6 TIGR00337
54896 32 TIGR00337
4226 36 TIGR00337
483 4 TIGR00337
85124 2 TIGR00337
14220 14 TIGR00337
72165 2 TIGR00337
8509 8 TIGR00337
58152 2 TIGR00337
35296 2 TIGR00337
7521 625 TIGR00337
17746 4 TIGR00337
20273 55 TIGR00337
31957 2 TIGR00337
136 5 TIGR00337
1877 8 TIGR00337
42287 8 TIGR00337
85739 2 TIGR00337
10968 7 TIGR00337
32574 2 TIGR00337
41912 2 TIGR00337
92494 1 TIGR00337
63325 1 TIGR00337
8320 275 TIGR00337
23509 2 TIGR00337
13630 4 TIGR00337
3279 7 TIGR00337
3430 4 TIGR00337
40385 1 TIGR00337
39755 2 TIGR00337
54664 5 TIGR00337
2226 18 TIGR00337
28701 12 TIGR00337
14391 13 TIGR00337
49061 2 TIGR00337
93514 1 TIGR00337
40088 1 TIGR00337
26741 3 TIGR00337
44651 1 TIGR00337
26805 1 TIGR00337
88751 2 TIGR00337
39313 6 TIGR00337
471 7 TIGR00337
345 31 TIGR00344
16528 25 TIGR00344
2100 4 TIGR00344
175 137 TIGR00344
13950 4 TIGR00344
20290 3 TIGR00344
88743 4 TIGR00344
34166 1 TIGR00344
7521 69 TIGR00344
5382 136 TIGR00344
18644 1 TIGR00344
1451 82 TIGR00344
22450 20 TIGR00344
2002 78 TIGR00344
221 772 TIGR00344
4532 10 TIGR00344
10557 41 TIGR00344
705 490 TIGR00344
50583 79 TIGR00344
50934 2 TIGR00344
17282 190 TIGR00344
21251 17 TIGR00344
32488 3 TIGR00344
90369 3 TIGR00344
77645 1 TIGR00344
73083 13 TIGR00344
51255 2 TIGR00344
2962 2 TIGR00344
5687 168 TIGR00344
9717 3 TIGR00344
2773 1 TIGR00344
24077 5 TIGR00344
2662 2 TIGR00344
5589 18 TIGR00344
1877 28 TIGR00344
4318 6 TIGR00344
72458 7 TIGR00344
36578 1 TIGR00344
44279 11 TIGR00344
39828 1 TIGR00344
34835 1 TIGR00344
86877 1 TIGR00344
69586 1 TIGR00344
14708 1 TIGR00344
17270 5 TIGR00344
19507 1 TIGR00344
2196 5 TIGR00344
4156 8 TIGR00344
70991 1 TIGR00344
93071 1 TIGR00344
1641 33 TIGR00344
43506 1 TIGR00344
2379 1 TIGR00344
63083 1 TIGR00344
12325 2 TIGR00344
2868 13 TIGR00344
86484 1 TIGR00344
3539 14 TIGR00344
49213 1 TIGR00344
35034 1 TIGR00344
30845 1 TIGR00344
56034 5 TIGR00344
45755 1 TIGR00344
7470 19 TIGR00362
25779 6 TIGR00362
175 144 TIGR00362
17019 1 TIGR00362
10228 2 TIGR00362
2921 86 TIGR00362
4655 1 TIGR00362
4656 7 TIGR00362
24084 1 TIGR00362
47884 6 TIGR00362
73556 2 TIGR00362
61432 2 TIGR00362
4784 16 TIGR00362
31412 1 TIGR00362
18472 13 TIGR00362
32402 1 TIGR00362
5868 3 TIGR00362
66558 1 TIGR00362
1990 1 TIGR00362
4053 13 TIGR00362
9815 84 TIGR00362
55644 2 TIGR00362
380 29 TIGR00362
993 334 TIGR00362
3556 16 TIGR00362
56781 5 TIGR00362
1117 81 TIGR00362
57884 9 TIGR00362
11302 1 TIGR00362
55710 1 TIGR00362
36374 2 TIGR00362
14431 1 TIGR00362
61099 3 TIGR00362
26875 1 TIGR00362
17197 2 TIGR00362
1326 159 TIGR00362
56764 1 TIGR00362
68 11 TIGR00362
39036 1 TIGR00362
38846 2 TIGR00362
2589 26 TIGR00362
16568 13 TIGR00362
37410 1 TIGR00362
1228 1 TIGR00362
27881 1 TIGR00362
23879 14 TIGR00362
6750 96 TIGR00362
7500 6 TIGR00362
65928 3 TIGR00362
61382 1 TIGR00362
53772 1 TIGR00362
29900 2 TIGR00362
47160 1 TIGR00362
38215 1 TIGR00362
71711 1 TIGR00362
18251 240 TIGR00362
7564 1 TIGR00362
3334 21 TIGR00362
3774 1 TIGR00362
60513 1 TIGR00362
92957 2 TIGR00362
90136 6 TIGR00362
74967 1 TIGR00362
13537 1 TIGR00362
63189 1 TIGR00362
20131 1 TIGR00362
36855 1 TIGR00362
23817 1 TIGR00362
40894 1 TIGR00362
6155 251 TIGR00362
1078 16 TIGR00388
31007 6 TIGR00388
24223 6 TIGR00388
175 121 TIGR00388
1417 10 TIGR00388
3265 14 TIGR00388
24136 12 TIGR00388
55619 2 TIGR00388
81931 3 TIGR00388
5236 2 TIGR00388
51577 12 TIGR00388
71892 2 TIGR00388
20511 2 TIGR00388
26565 2 TIGR00388
48295 2 TIGR00388
22190 4 TIGR00388
7470 54 TIGR00388
90055 2 TIGR00388
30836 13 TIGR00388
9815 195 TIGR00388
7521 357 TIGR00388
8369 3 TIGR00388
13562 125 TIGR00388
45124 2 TIGR00388
16141 1 TIGR00388
10152 1 TIGR00388
315 66 TIGR00388
19758 3 TIGR00389
32947 2 TIGR00389
77935 5 TIGR00389
24808 4 TIGR00389
4666 253 TIGR00389
19087 1 TIGR00389
2945 25 TIGR00389
58927 3 TIGR00389
32656 2 TIGR00389
1585 26 TIGR00389
50933 2 TIGR00389
8228 10 TIGR00389
72404 8 TIGR00389
11791 2 TIGR00389
11718 3 TIGR00389
705 687 TIGR00389
71874 18 TIGR00389
23993 2 TIGR00389
1318 34 TIGR00389
4888 29 TIGR00389
5687 247 TIGR00389
16980 7 TIGR00389
18029 13 TIGR00389
1421 16 TIGR00389
91901 1 TIGR00389
26108 4 TIGR00389
88133 1 TIGR00389
67041 1 TIGR00389
23272 7 TIGR00389
33190 27 TIGR00389
79820 1 TIGR00389
41158 1 TIGR00389
77626 1 TIGR00389
18854 1 TIGR00389
53706 2 TIGR00389
29645 8 TIGR00389
59267 2 TIGR00389
60847 1 TIGR00389
26434 1 TIGR00389
27045 2 TIGR00389
54017 1 TIGR00389
93829 3 TIGR00389
63253 1 TIGR00389
96808 1 TIGR00389
993 125 TIGR00392
45141 20 TIGR00392
31346 3 TIGR00392
3796 10 TIGR00392
1585 2 TIGR00392
18302 7 TIGR00392
62103 3 TIGR00392
80205 2 TIGR00392
4666 693 TIGR00392
41864 19 TIGR00392
14879 3 TIGR00392
90499 3 TIGR00392
77110 3 TIGR00392
579 17 TIGR00392
29865 3 TIGR00392
52986 2 TIGR00392
861 35 TIGR00392
13588 56 TIGR00392
52950 7 TIGR00392
37503 4 TIGR00392
4285 20 TIGR00392
57150 3 TIGR00392
17378 1 TIGR00392
12427 12 TIGR00392
3483 36 TIGR00392
8244 3 TIGR00392
49200 3 TIGR00392
63236 1 TIGR00392
49444 15 TIGR00392
15191 262 TIGR00392
2574 7 TIGR00392
3177 36 TIGR00392
4078 54 TIGR00392
29057 1 TIGR00392
838 103 TIGR00392
364 32 TIGR00392
18251 93 TIGR00392
2631 13 TIGR00392
76180 1 TIGR00392
57349 2 TIGR00392
5068 1 TIGR00392
31201 1 TIGR00392
94432 1 TIGR00392
73693 1 TIGR00392
17354 1 TIGR00392
29864 1 TIGR00392
56721 3 TIGR00396
3140 17 TIGR00396
2144 30 TIGR00396
9848 9 TIGR00396
1796 57 TIGR00396
17026 3 TIGR00396
18206 3 TIGR00396
89767 1 TIGR00396
312 22 TIGR00396
5320 16 TIGR00396
4078 631 TIGR00396
18251 382 TIGR00396
8024 7 TIGR00396
37454 57 TIGR00396
1560 34 TIGR00396
39493 2 TIGR00396
11827 2 TIGR00396
19663 1 TIGR00396
13588 160 TIGR00396
5432 13 TIGR00396
2995 11 TIGR00396
14265 10 TIGR00396
72311 4 TIGR00396
1326 269 TIGR00396
9830 2 TIGR00396
37217 49 TIGR00396
993 150 TIGR00396
1025 21 TIGR00396
603 17 TIGR00396
2725 37 TIGR00396
2125 49 TIGR00396
65111 1 TIGR00396
19793 36 TIGR00396
1619 97 TIGR00396
7128 3 TIGR00396
3177 116 TIGR00396
15208 3 TIGR00396
5204 1 TIGR00396
18089 3 TIGR00396
85569 1 TIGR00396
91554 1 TIGR00396
65294 6 TIGR00396
35556 1 TIGR00396
294 1 TIGR00396
81687 1 TIGR00396
34233 1 TIGR00396
7970 2 TIGR00396
20660 1 TIGR00396
56985 105 TIGR00408
3874 37 TIGR00408
4226 153 TIGR00408
5467 3 TIGR00408
4198 31 TIGR00408
112 169 TIGR00408
84971 3 TIGR00408
4119 13 TIGR00408
17607 4 TIGR00408
36960 2 TIGR00408
7531 304 TIGR00408
2645 1 TIGR00408
47560 2 TIGR00408
73512 1 TIGR00408
40946 1 TIGR00408
13690 45 TIGR00408
22235 13 TIGR00408
2774 2 TIGR00409
300 57 TIGR00409
6445 14 TIGR00409
339 9 TIGR00409
19467 8 TIGR00409
3173 18 TIGR00409
18318 2 TIGR00409
14102 41 TIGR00409
2270 2 TIGR00409
51377 2 TIGR00409
35001 5 TIGR00409
57048 4 TIGR00409
55235 1 TIGR00409
10206 1 TIGR00409
52639 1 TIGR00409
19572 26 TIGR00409
8669 1 TIGR00409
30712 1 TIGR00409
484 293 TIGR00409
2427 10 TIGR00409
18589 2 TIGR00409
95187 1 TIGR00409
7521 394 TIGR00409
23245 45 TIGR00409
16873 2 TIGR00409
8320 175 TIGR00409
27682 1 TIGR00409
24866 2 TIGR00409
4050 20 TIGR00409
4066 15 TIGR00409
12585 7 TIGR00409
19569 1 TIGR00409
53121 3 TIGR00409
66569 5 TIGR00409
5099 40 TIGR00409
56659 3 TIGR00409
60962 2 TIGR00409
35176 1 TIGR00409
82190 3 TIGR00409
3226 1 TIGR00409
19325 2 TIGR00409
10893 1 TIGR00409
35997 4 TIGR00409
39759 1 TIGR00409
72430 3 TIGR00409
62053 3 TIGR00409
286 98 TIGR00414
30558 5 TIGR00414
87137 5 TIGR00414
21645 1 TIGR00414
2321 75 TIGR00414
139 14 TIGR00414
9077 20 TIGR00414
1786 41 TIGR00414
11883 3 TIGR00414
20611 2 TIGR00414
26260 9 TIGR00414
6155 130 TIGR00414
22199 88 TIGR00414
8320 336 TIGR00414
5388 13 TIGR00414
75448 12 TIGR00414
84642 1 TIGR00414
12438 7 TIGR00414
43913 4 TIGR00414
51964 1 TIGR00414
94213 2 TIGR00414
16477 1 TIGR00414
17669 2 TIGR00414
221 958 TIGR00414
1318 9 TIGR00414
4451 38 TIGR00414
1813 152 TIGR00414
705 178 TIGR00414
54704 3 TIGR00414
86743 4 TIGR00414
59819 89 TIGR00414
77528 3 TIGR00414
23100 4 TIGR00414
87712 3 TIGR00414
45031 2 TIGR00414
47856 5 TIGR00414
5099 22 TIGR00414
5503 49 TIGR00414
9538 2 TIGR00414
91079 1 TIGR00414
4666 643 TIGR00414
89710 1 TIGR00414
1383 48 TIGR00414
83145 1 TIGR00414
31712 1 TIGR00414
5890 9 TIGR00414
11200 2 TIGR00414
19309 1 TIGR00414
18439 1 TIGR00414
4050 10 TIGR00414
54226 2 TIGR00414
4888 6 TIGR00414
20366 2 TIGR00414
33190 1 TIGR00414
10448 14 TIGR00414
37310 2 TIGR00414
95043 2 TIGR00414
94069 1 TIGR00414
4592 1 TIGR00414
39956 1 TIGR00414
20804 1 TIGR00414
74093 2 TIGR00414
54732 4 TIGR00414
1326 357 TIGR00418
16694 6 TIGR00418
9789 2 TIGR00418
12804 15 TIGR00418
175 106 TIGR00418
48061 2 TIGR00418
11492 8 TIGR00418
80171 5 TIGR00418
9988 2 TIGR00418
75313 3 TIGR00418
8333 7 TIGR00418
2816 6 TIGR00418
4078 439 TIGR00418
285 95 TIGR00418
61173 4 TIGR00418
7531 195 TIGR00418
26621 33 TIGR00418
28997 1 TIGR00418
79783 1 TIGR00418
35126 3 TIGR00418
12923 13 TIGR00418
69615 1 TIGR00418
90190 3 TIGR00418
112 80 TIGR00418
5382 61 TIGR00418
7635 19 TIGR00418
72406 3 TIGR00418
49372 23 TIGR00418
20717 1 TIGR00418
75693 3 TIGR00418
6311 42 TIGR00418
13516 5 TIGR00418
43 7 TIGR00418
3578 12 TIGR00418
431 11 TIGR00418
57396 2 TIGR00418
69006 8 TIGR00418
6109 4 TIGR00418
2150 17 TIGR00418
7363 8 TIGR00418
90398 2 TIGR00418
21505 1 TIGR00418
625 31 TIGR00418
10439 1 TIGR00418
29583 12 TIGR00418
6798 22 TIGR00418
62624 1 TIGR00418
8447 1 TIGR00418
78995 3 TIGR00418
66182 1 TIGR00418
36108 1 TIGR00418
45926 1 TIGR00418
3082 4 TIGR00418
12484 3 TIGR00418
65085 1 TIGR00418
26537 2 TIGR00418
11341 1 TIGR00418
31105 2 TIGR00418
53097 4 TIGR00418
6474 1 TIGR00418
43705 1 TIGR00418
15987 3 TIGR00418
39293 2 TIGR00418
22529 3 TIGR00420
8105 40 TIGR00420
51 140 TIGR00420
39813 4 TIGR00420
345 51 TIGR00420
13915 5 TIGR00420
93357 2 TIGR00420
92929 2 TIGR00420
89088 4 TIGR00420
27634 3 TIGR00420
11041 4 TIGR00420
11435 5 TIGR00420
29698 7 TIGR00420
6972 1 TIGR00420
3539 22 TIGR00420
92182 2 TIGR00420
74475 4 TIGR00420
9406 3 TIGR00420
36045 3 TIGR00420
2387 3 TIGR00420
1641 35 TIGR00420
43243 2 TIGR00420
4666 360 TIGR00420
13793 8 TIGR00420
65679 27 TIGR00420
25504 2 TIGR00420
23851 1 TIGR00420
69240 3 TIGR00420
16668 29 TIGR00420
23032 1 TIGR00420
12819 692 TIGR00420
2218 29 TIGR00420
437 74 TIGR00420
14762 2 TIGR00420
22519 188 TIGR00420
32329 1 TIGR00420
76317 3 TIGR00420
14761 3 TIGR00420
993 228 TIGR00420
1326 124 TIGR00420
70150 2 TIGR00420
13939 6 TIGR00420
41939 6 TIGR00420
205 18 TIGR00420
25472 3 TIGR00420
2887 27 TIGR00420
447 4 TIGR00420
23245 154 TIGR00420
16303 11 TIGR00420
14351 3 TIGR00420
51133 1 TIGR00420
7630 2 TIGR00420
484 143 TIGR00420
77864 3 TIGR00420
20586 1 TIGR00420
49665 2 TIGR00420
17025 4 TIGR00420
12324 1 TIGR00420
4927 2 TIGR00420
10798 2 TIGR00420
61442 2 TIGR00420
66711 4 TIGR00420
5179 4 TIGR00422
1078 3 TIGR00422
300 20 TIGR00422
2989 4 TIGR00422
14102 34 TIGR00422
57048 8 TIGR00422
7521 421 TIGR00422
13822 1 TIGR00422
25712 146 TIGR00422
14615 1 TIGR00422
6285 32 TIGR00422
16380 10 TIGR00422
13562 593 TIGR00422
1939 17 TIGR00422
3951 349 TIGR00422
3796 139 TIGR00422
4388 11 TIGR00422
33392 1 TIGR00422
16260 4 TIGR00422
42568 5 TIGR00422
2849 253 TIGR00422
894 172 TIGR00422
7635 57 TIGR00422
822 327 TIGR00422
44871 1 TIGR00422
6766 16 TIGR00422
19871 6 TIGR00422
61865 1 TIGR00422
10977 1 TIGR00422
1423 6 TIGR00422
55880 1 TIGR00422
637 23 TIGR00422
7948 1 TIGR00422
30798 1 TIGR00422
30797 1 TIGR00422
8604 2 TIGR00422
88917 1 TIGR00422
49340 1 TIGR00422
84900 1 TIGR00422
62642 1 TIGR00422
11443 4 TIGR00422
18509 1 TIGR00435
51 9 TIGR00435
3768 10 TIGR00435
2478 13 TIGR00435
1464 10 TIGR00435
10312 101 TIGR00435
7237 11 TIGR00435
15299 2 TIGR00435
22519 518 TIGR00435
70540 3 TIGR00435
37454 38 TIGR00435
30670 1 TIGR00435
18030 41 TIGR00435
53386 2 TIGR00435
67278 12 TIGR00435
43336 2 TIGR00435
86725 2 TIGR00435
1622 164 TIGR00435
7779 1 TIGR00435
48117 1 TIGR00435
19384 5 TIGR00435
48562 3 TIGR00435
705 790 TIGR00435
47696 2 TIGR00435
75938 4 TIGR00435
62319 14 TIGR00435
27944 1 TIGR00435
72118 14 TIGR00435
221 309 TIGR00435
1149 38 TIGR00435
43879 2 TIGR00435
27266 2 TIGR00435
67518 5 TIGR00435
3951 451 TIGR00435
22263 1 TIGR00435
4783 35 TIGR00435
19775 3 TIGR00435
67968 4 TIGR00435
1962 11 TIGR00435
94609 1 TIGR00435
13562 376 TIGR00435
10694 4 TIGR00435
6142 6 TIGR00435
1920 5 TIGR00435
10357 1 TIGR00435
41870 1 TIGR00435
47501 2 TIGR00435
29382 2 TIGR00435
5984 1 TIGR00435
18431 5 TIGR00435
1992 23 TIGR00435
44410 2 TIGR00435
68172 3 TIGR00435
1029 105 TIGR00435
84104 1 TIGR00435
15719 3 TIGR00435
10847 7 TIGR00435
11522 2 TIGR00436
8425 2 TIGR00436
119 97 TIGR00436
12029 2 TIGR00436
8144 4 TIGR00436
21217 3 TIGR00436
29493 7 TIGR00436
23777 7 TIGR00436
20621 1 TIGR00436
3493 20 TIGR00436
1196 39 TIGR00436
25646 4 TIGR00436
73434 9 TIGR00436
1627 45 TIGR00436
32837 5 TIGR00436
12959 9 TIGR00436
2849 206 TIGR00436
89680 2 TIGR00436
6328 7 TIGR00436
